enrichment_type,subtype,retrieval_method,strategy,metric,mean,median,std,min,max,count
multi_turn,Clarification,bm25,questions,nDCG@1,0.09900990099009901,0.0,0.3001649711425204,0.0,1.0,101
multi_turn,Clarification,bm25,questions,nDCG@3,0.10643539500990098,0.0,0.23574482500803484,0.0,1.0,101
multi_turn,Clarification,bm25,questions,nDCG@5,0.11785430055643564,0.0,0.24238151940720148,0.0,1.0,101
multi_turn,Clarification,bm25,questions,nDCG@10,0.14028024008712872,0.0,0.2542609517262343,0.0,1.0,101
multi_turn,Clarification,bge,lastturn,R@1,0.08927392739108911,0.0,0.22490225232642003,0.0,1.0,101
multi_turn,Clarification,bge,lastturn,R@3,0.16650165016435645,0.0,0.3001989622606324,0.0,1.0,101
multi_turn,Clarification,bge,lastturn,R@5,0.22494106553267326,0.0,0.31601806007416344,0.0,1.0,101
multi_turn,Clarification,bge,lastturn,R@10,0.2984677039128713,0.0,0.3727586965109373,0.0,1.0,101
multi_turn,Clarification,bge,lastturn,nDCG@1,0.18811881188118812,0.0,0.3927561912211878,0.0,1.0,101
multi_turn,Clarification,bge,lastturn,nDCG@3,0.17561174327722773,0.0,0.30871814660884045,0.0,1.0,101
multi_turn,Clarification,bge,lastturn,nDCG@5,0.2016802382128713,0.0,0.29885133496994154,0.0,1.0,101
multi_turn,Clarification,bge,lastturn,nDCG@10,0.23313632113861385,0.0,0.3131560021854635,0.0,1.0,101
multi_turn,Clarification,bge,rewrite,R@1,0.12062706270198019,0.0,0.22432799045791638,0.0,1.0,101
multi_turn,Clarification,bge,rewrite,R@3,0.25867515323069307,0.0,0.34310252201002767,0.0,1.0,101
multi_turn,Clarification,bge,rewrite,R@5,0.31841112682673267,0.2,0.37786920362158777,0.0,1.0,101
multi_turn,Clarification,bge,rewrite,R@10,0.4166430928782178,0.3333333333,0.39809701740640097,0.0,1.0,101
multi_turn,Clarification,bge,rewrite,nDCG@1,0.2871287128712871,0.0,0.4546786483521375,0.0,1.0,101
multi_turn,Clarification,bge,rewrite,nDCG@3,0.27206352464950495,0.0,0.3438792851826609,0.0,1.0,101
multi_turn,Clarification,bge,rewrite,nDCG@5,0.29166880205544554,0.195190025,0.34567287515352507,0.0,1.0,101
multi_turn,Clarification,bge,rewrite,nDCG@10,0.3342588648940594,0.234639363,0.34457799038888215,0.0,1.0,101
multi_turn,Clarification,bge,questions,R@1,0.054455445542574255,0.0,0.15786582011506056,0.0,1.0,101
multi_turn,Clarification,bge,questions,R@3,0.11881188118712871,0.0,0.2729332780326785,0.0,1.0,101
multi_turn,Clarification,bge,questions,R@5,0.16501650164950496,0.0,0.3251025902235807,0.0,1.0,101
multi_turn,Clarification,bge,questions,R@10,0.20306459217425743,0.0,0.3481073440416143,0.0,1.0,101
multi_turn,Clarification,bge,questions,nDCG@1,0.12871287128712872,0.0,0.33655211592363116,0.0,1.0,101
multi_turn,Clarification,bge,questions,nDCG@3,0.11718417450297029,0.0,0.2643714344600135,0.0,1.0,101
multi_turn,Clarification,bge,questions,nDCG@5,0.14087954329306931,0.0,0.28821798845094476,0.0,1.0,101
multi_turn,Clarification,bge,questions,nDCG@10,0.15658512821881188,0.0,0.29155575134807055,0.0,1.0,101
